userId,bookId,reading_date
0,92230.Snobs,2016-03-18
0,38389488-the-reckoning,2024-05-10
0,92576.Woodcutters,2019-05-10
0,184618.Belle_du_Seigneur,2021-06-25
0,25311963-selimut-malam,2020-02-25
0,35988.The_Avignon_Quintet,2018-04-23
0,1427030.Cuore,2024-09-28
0,14929224-the-almond-tree,2019-11-12
0,80634.24_Hours,2022-07-25
0,15967.The_Falls,2021-09-26
0,790381.The_Adventure_of_the_Dancing_Men,2015-07-05
0,101999.Jealousy,2023-09-24
0,22668848-aquarium,2024-01-06
0,6406017-maximum-ride-vol-2,2021-02-04
0,74532.George_s_Marvellous_Medicine,2017-05-18
0,445024.My_Secret_History,2022-04-18
0,272138.A_Miracle_of_Catfish,2020-02-10
0,5488.The_Cairo_Trilogy,2023-11-23
0,33564.The_Crazed,2015-08-18
0,10955239-no-great-mischief,2021-09-29
0,71182.The_Death_of_the_Gods,2016-09-25
0,15817031-the-last-train,2016-09-14
0,6120839-day-of-empire,2016-04-30
1,788421.Las_Historias_Prohibidas_del_Pulgarcito,2017-04-14
1,13562596-sebenarnya-saya-isteri-dia,2018-11-27
1,2020665.For_the_Love_of_Autumn,2017-01-27
1,299361.Never_Mind_,2016-10-16
1,95144.In_the_Night_Kitchen,2015-07-08
1,9578482-fish-chips,2020-08-31
1,73070.It_Had_to_Be_You,2016-07-17
1,13645069-find-me,2020-01-24
1,409637.The_Eternal_Champion,2016-03-14
1,149198.How_to_Use_the_Science_of_Mind,2016-06-20
1,16080113-becoming-a-superhero,2020-07-25
1,1720099.Uninvited,2022-08-14
1,11441.Short_Cuts,2023-07-09
1,1315418.A_Morning_for_Flamingos,2016-07-03
1,116231.Enola_Gay,2017-04-29
1,28454270-black,2019-02-21
1,16062211-the-proposition,2022-04-08
1,114683.Wall_and_Piece,2022-12-18
1,731473.A_Confiss_o_de_L_cio,2021-08-29
1,18796312-hatshepsut-s-collar,2016-04-03
1,21491063,2024-04-04
1,18406862-sinner,2020-11-07
1,147039.Dona_Flor_and_Her_Two_Husbands,2022-06-16
1,12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,2022-06-25
1,78728.Ignorance,2024-04-22
1,6224528,2015-07-15
1,2972837-the-smile,2023-02-13
1,22892113-the-mortal-instruments-the-complete-collection,2020-09-27
1,232647.The_River_of_Wind,2019-11-20
1,17934849-voluntary,2022-09-17
1,265987.Malina,2018-12-20
1,42594928-tattered-on-my-sleeve,2022-02-25
1,15852481-beautiful-creatures,2023-05-04
1,10627210-legacy,2018-11-17
1,21483104-glimmer,2018-03-17
1,148208.Lament_for_a_Son,2021-02-04
1,18813012-the-rocker-that-holds-her,2017-02-12
1,23173254-the-neptune-challenge,2023-10-10
1,17227209-guardian,2015-02-23
1,10786004-only-if-they-could-hear-me-cry,2016-06-16
1,495395.The_Year_of_Living_Biblically,2017-11-27
1,498214.Daggerspell,2020-09-28
1,1239698.Indigo_Blue,2020-12-22
1,12868761-let-s-pretend-this-never-happened,2020-06-16
1,282440.Tattoo,2015-09-18
1,29938403-anxiety-for-beginners,2023-08-26
1,35487868-storm-at-keizer-manor,2022-01-04
1,47122.Lady_Oracle,2024-01-27
1,7265016-the-dating-detox,2017-11-07
1,4061532-the-big-green-house,2018-12-17
1,38236342-it-is-not-what-it-is,2020-08-29
1,129678.Red_Earth_and_Pouring_Rain,2021-05-24
1,9692847-selina-penaluna,2016-03-23
1,31701095-summary-of-the-murder-house,2015-10-02
1,18383197-the-leopard-vanguard,2016-01-07
1,149070.The_Sentinel,2023-04-26
1,16047367-black-butterflies,2017-11-22
1,80989.Pictures_from_an_Institution,2018-08-09
1,24129051-hoogspanning,2019-03-27
1,28110854-cats-aloft,2016-09-04
1,12135215-a-demon-made-me-do-it,2016-05-22
1,17342700-gathering-darkness,2023-08-28
1,13258121-a-sudden-light,2016-03-04
1,13416236-whispers-at-moonrise,2016-01-29
1,10429440-slow-violence-and-the-environmentalism-of-the-poor,2015-07-04
1,25663892-witch-wars,2014-11-04
1,22043566-viper-game,2021-02-11
1,23590446-how-to-fight-a-dragon-s-fury,2022-08-01
1,46038462-i-don-t-want-to-be-friends,2020-04-24
1,91836.Jackaroo,2017-02-10
1,22884757-the-harem,2023-01-25
1,17671483-escaping-reality,2021-12-11
1,6514109-the-sweet-by-and-by,2018-03-20
1,20814989-half-wild,2018-06-23
1,8514712-the-complete-book-of-drawing,2023-07-12
1,54442989-il-sapore-del-piombo-e-il-profumo-dei-limoni,2018-05-24
1,125965.Ghost_Road_Blues,2021-09-18
1,23281902-this-broken-wondrous-world,2019-01-02
1,321357.The_Death_of_the_Necromancer,2018-04-05
1,956323.Le_Comte_de_Monte_Cristo_I,2024-06-28
1,7203725-juni,2018-03-17
1,15734760-a-shiver-of-light,2024-07-30
1,389526.Butterfly,2014-11-13
1,10459088-enthralled,2020-06-17
1,5514234-burn,2022-10-17
1,25013.A_Crack_in_the_Edge_of_the_World,2024-05-16
1,481524.Kilgannon,2015-02-11
1,41810232-optic-nerve,2023-12-03
1,334227.Vidas_Secas,2021-12-03
1,24484737-mended,2023-08-02
1,30382.Tiger_Prince,2019-07-22
1,20930130-violet,2022-12-20
1,53418968-lola-the-millionaires,2021-03-28
1,580213.Caprice_and_Rondo,2024-08-03
1,473935.Patrick_s_Destiny,2024-09-04
1,7150905-immortal-ops,2015-06-17
1,10787512-make-haste-my-beloved,2015-10-25
1,3973.Ilium,2018-11-24
1,1048335.The_Transformation,2015-08-25
1,20931902-deliver,2018-12-20
1,24968392-beyond-the-kingdoms,2023-10-15
1,11998032-fair-stood-the-wind-for-france,2018-08-04
1,12335.Savage_Beauty,2019-04-08
1,30525736-the-resolution-of-callie-and-kayden,2017-10-07
1,1285704.The_Vampire_Queen_s_Servant,2020-01-30
1,5983057-the-swan-thieves,2019-09-11
1,620790.A_Long_Fatal_Love_Chase,2021-08-28
1,7236820-botschafter-der-schlacht,2015-06-26
1,45253.Mindstar_Rising,2018-06-05
1,289114.Manchild_in_the_Promised_Land,2015-03-18
1,16061468-one-small-thing,2023-10-06
1,36380676-k-the-last-warrior,2023-04-11
1,38117946-the-worst-best-man,2023-01-29
1,34610437-the-diary-of-a-canadian-nobody,2023-10-09
1,79790.Magical_Thinking,2017-06-23
1,53927.El_Para_so_en_la_otra_esquina,2021-09-08
1,37643470-the-heights-of-perdition,2016-01-10
1,43453264-a-flecha-de-fogo,2015-01-03
1,1061004.The_Christmas_Doll,2018-09-28
1,6692041-mornings-in-jenin,2017-01-14
1,21801065-infinite-limits,2015-05-20
1,23306548-vandal,2019-08-05
1,569399.Jedi_Healer,2020-06-09
1,19631.Birds_of_America,2024-08-07
1,19140.In_Silent_Graves,2021-08-30
1,7098304-demon-from-the-dark,2020-11-18
1,10455614-beautiful,2024-06-04
1,7092306-the-popularity-papers,2023-02-23
1,14345815-ziron,2015-08-04
1,27230789-honestly-ben,2018-09-29
1,389704.Early_Film_Noir,2016-02-19
1,513267.Sword_Maker,2022-10-13
1,9730695,2018-09-06
1,7927421-strategic-vulnerability,2023-01-23
1,29628231-football-betting,2022-01-07
1,2314315.Rogue,2018-09-25
1,427078.Body_Check,2020-11-14
1,156198.The_Public_Burning,2018-09-19
1,22639535-holding-smoke,2017-03-09
1,11942639-the-wedding-dress,2023-12-23
1,31931941-eliza-and-her-monsters,2016-05-20
1,6650429-the-fifth-angel,2016-07-10
1,7992964-you-re-the-one-that-i-don-t-want,2017-11-15
1,15749186-to-all-the-boys-i-ve-loved-before,2019-08-18
1,4732517-far-from-you,2015-06-04
1,11429.Ever_After,2020-10-17
1,22723660-engraved,2018-03-16
1,18075234-challenger-deep,2022-08-08
1,2110478.Horseshoe,2019-09-16
1,2838820-playing-with-matches,2015-03-07
1,233692.The_Far_Side_Gallery_4,2015-09-14
1,69392.Milkweed,2016-02-19
1,26869838-a-season-for-fireflies,2018-06-30
1,20262014-infernal-father-of-mine,2016-06-14
1,10063343-a-touch-of-crimson,2017-10-21
1,8540220-melting-iron,2022-09-16
1,3047848-heartless,2023-02-25
1,592089.The_Bar_Code_Tattoo,2018-08-16
1,19140641-heritage,2019-06-29
1,13639182-beware-the-wild,2021-01-20
1,7090484-a-matter-of-time-book-i,2023-02-18
1,3153116,2019-06-13
1,572714.Lighthouse,2020-07-11
1,101887.Earthclan,2019-03-07
1,5598960-sea-change,2020-02-23
1,17616840-listed,2016-08-06
1,190238.Thunder_and_Lightning,2019-04-30
1,11262740-cradle-of-solitude,2024-08-26
1,64207.Sorcery_Cecelia,2022-09-03
1,7095422-maximum-ride-vol-3,2021-11-23
1,13570162-flight,2021-12-07
1,8430056,2019-08-14
1,108979.Ivy_and_Bean_and_the_Ghost_That_Had_to_Go,2020-05-17
1,7959780-the-lucifer-code,2017-10-26
1,480443.Kingmaker_s_Sword,2015-03-16
1,2264992.G_lida_Luz,2018-08-24
1,18364031-wake-up-call,2018-02-19
1,18493592-the-book-of-unknown-americans,2019-05-30
1,580452.The_Private_Journals_of_Edvard_Munch,2020-07-08
1,8126063-nasional-is-me,2019-11-30
1,3878183-wolf-unbound,2019-03-03
1,7876637-the-other-side,2024-04-18
1,8079528-finding-zach,2020-02-06
1,5082616-return-to-sullivan-s-island,2023-08-24
1,13424671-soy-sauce-face,2020-10-06
1,33772812-white-knuckles,2022-12-29
1,2873264-the-tenth-gift,2023-01-29
1,238662.Left_Back_,2020-11-04
1,6562804-queen-victoria,2018-08-24
1,2195449.The_Twins_Big_Pow_Wow,2024-01-22
1,1056362.Lovey,2023-06-23
1,14571487-open-cockpit,2023-02-07
1,2295713.Four_Truths_and_a_Lie,2015-10-15
1,22557520-after,2023-05-14
1,8909152-attachments,2014-11-14
1,35965773-transcend,2015-07-03
1,32424.Lightning,2015-09-12
1,13615258-free-four,2021-04-28
1,18308262-kiss-the-sky,2019-04-15
1,21420175-time-stands-still,2018-05-16
2,15161.The_Ladies_of_Grace_Adieu_and_Other_Stories,2017-07-08
2,27689.Mary_Stewart_s_Merlin_Trilogy,2020-08-22
2,40651883-snow-crash,2016-02-21
2,22518404-the-gollywhopper-games,2018-02-18
2,225384.Green_River_Running_Red,2015-08-19
2,5226968-de-fire-og-han-som-gj-r-galt-verre---begynnelsen,2024-01-15
2,104342.Grass,2022-10-24
2,29981.The_Island_of_Doctor_Moreau,2015-03-29
2,10081055-beauty-and-the-werewolf,2020-08-24
2,5310515-when-you-reach-me,2022-07-03
2,6080265-omero-iliade,2017-04-17
2,18122.The_Amber_Spyglass,2017-08-26
2,290628.The_Darkest_Road,2015-08-22
2,81227.Infidel,2014-12-24
2,661318.The_Thief_s_Gamble,2017-03-25
2,643992.Damiano_s_Lute,2022-02-21
2,181494.Child_of_Flame,2021-08-04
2,23223.Every_Boy_s_Got_One,2023-06-05
2,7894642-the-bards-of-bone-plain,2024-01-02
2,28962996-six-wakes,2020-03-16
2,13513136-ng-y-c-a-ki-n,2015-06-18
2,102885.Waking_the_Moon,2014-11-09
2,9647908-the-ideal-man,2015-10-12
2,58973.The_Necronomicon,2021-08-08
2,977064.The_Choice,2023-03-06
2,947706.Singer,2021-10-27
2,2064279.Economic_Facts_and_Fallacies,2017-09-26
2,32931460-the-breaking-light,2020-08-24
2,30016.The_Naked_Sun,2022-07-15
2,393147.The_Crow,2018-04-23
2,50831.The_Green_Hills_of_Earth,2017-05-06
2,34534.The_Amazing_Maurice_and_His_Educated_Rodents,2023-03-26
2,13836.Wild_Magic,2016-04-29
2,9631271-prince-of-hazel-and-oak,2022-04-09
2,22886612-nemesis-games,2019-03-18
2,12341557-the-wind-through-the-keyhole,2020-09-19
2,16248246-unnatural-creatures,2015-07-21
2,22698568-the-invasion-of-the-tearling,2017-07-25
2,588333.Ciaphas_Cain,2015-05-23
2,4954543-origins,2019-09-10
2,1136210.The_Collected_Stories,2020-03-14
2,13165171-the-shadow-of-tiamat,2016-02-07
2,6381379-v,2014-11-14
2,6473157-catalyst,2015-11-21
2,26183543-ohne-ziel-ist-der-weg-auch-egal,2017-08-15
2,759910.Oleanna,2024-07-14
2,48855.The_Diary_of_a_Young_Girl,2015-01-31
2,715060.Deadly_Relations,2015-06-22
2,18693743-prince-of-fools,2024-04-16
2,1567725._,2023-03-04
2,21544827-stonehenge,2021-12-17
2,33482.The_Coming_of_Conan_the_Cimmerian,2018-07-10
2,13978.One_Good_Knight,2017-01-23
2,1849.Wild_Fire,2021-01-07
2,104159.Twilight_Watch,2022-02-05
2,147842.The_High_King_s_Tomb,2016-03-01
2,6412946-belladonna,2014-11-25
2,345299.Midnight_Tides,2014-11-18
2,32708664-beren-and-l-thien,2017-07-21
2,478744.Amanda_The_Eleven_Million_Mile_High_Dancer,2021-06-25
2,1291491.The_State_of_the_Art,2016-11-18
2,1778692.Royal_Destiny,2017-12-27
2,165446.Ride_the_Wind,2015-09-06
2,414091.Brass_Man,2017-02-01
2,89187.Revelation_Space,2017-04-16
2,552987.A_War_of_Gifts,2023-01-18
2,20750028-fearless,2024-02-21
2,23884.The_General_in_His_Labyrinth,2017-02-23
2,15568.The_Druid_of_Shannara,2023-10-21
2,7993133-vl-dci-strachu,2018-11-20
2,26874911-to,2022-09-01
2,16126845,2019-12-20
2,2747288-dragonheart,2019-01-16
2,1349302.Un_Sang_D_aquarelle,2016-02-01
2,66657.Magic_for_Beginners,2016-11-15
2,17934006-adrast-e-tome-1,2016-10-11
2,17934530-annihilation,2016-01-11
2,10890.Traveling_Mercies,2015-05-08
2,390060.Jedi_Bounty,2018-03-28
2,46036730-se-fosse-tuo-figlio,2015-12-28
2,14686.The_King_of_Elfland_s_Daughter,2023-03-13
2,8617107-the-sacred-band,2020-11-27
2,323172.Mockingbird,2020-03-28
2,320357.Ruin,2017-03-02
2,367367.Myth_Conceptions,2016-07-15
2,6014989-8,2015-04-06
2,58889.Sandry_s_Book,2020-02-26
2,33729.Faking_It,2019-02-05
2,10886612-the-family-hitchcock,2022-03-03
2,2002.Harry_Potter_Schoolbooks_Box_Set,2017-06-15
2,116445.Dies_the_Fire,2018-12-10
2,77738.Flag_in_Exile,2024-08-04
2,1953603.Art_of_Teaching_Children,2019-11-20
2,384312.The_Art_of_Living,2018-05-08
2,238367.The_Sleepwalkers,2017-02-05
2,24308751-shaken-not-stirred,2018-07-23
2,13926.The_Well_of_Shades,2022-06-15
2,21897166-did-jesus-rise-from-the-dead,2015-07-11
2,1890387.Elric,2015-05-22
2,18188651-seducing-destiny,2019-07-08
2,47620.Grim_Tuesday,2015-06-10
2,170226.To_Play_the_Fool,2015-07-26
2,340819.Blood_Music,2024-03-13
2,7027412-those-small-lil-things-in-life-and-love,2016-10-03
2,109326.Cuckold,2014-12-08
2,6527841-a-conspiracy-of-kings,2016-07-20
2,169756.Feed,2015-09-03
2,228990.The_Illearth_War,2022-09-03
2,6978827-el-coleccionista-de-relojes-extraordinarios,2020-07-31
2,2146957.Grip_of_the_Shadow_Plague,2016-07-09
2,11277077-the-dark-river,2015-05-01
2,428287.Krakatit,2021-06-24
2,2516188.The_Year_of_Disappearances,2015-08-29
2,11080209-la-metamorfosi-e-nella-colonia-penale,2021-08-11
2,149847.Mort,2020-04-27
2,5749851-p-omie-i-krzy-tom-i,2024-02-29
2,1451628.Inne_Pie_ni,2023-02-05
2,784113.Illegal_Aliens,2020-05-11
2,760984.MirrorMask,2015-08-08
2,22013801-crave,2024-09-16
2,396587.The_Giants_Novels,2015-11-24
2,181010.The_Dark_Side_of_the_Sun,2022-11-11
2,81992.Singularity_Sky,2015-08-27
2,470068.Shadowbred,2024-10-28
2,9690276-riding-fence,2023-08-25
2,34776015-lunora-and-the-monster-king,2018-06-22
2,818867.Auralia_s_Colors,2019-12-06
2,18714223-sezon-burz,2024-01-02
2,55399.Gardens_of_the_Moon,2024-05-03
2,61975.Dragonflight,2016-07-28
2,11235783-about-that-night,2024-09-20
2,17667009-half-off-ragnarok,2019-12-13
2,6559902,2023-04-15
2,2034476.Down_to_a_Sunless_Sea,2015-02-09
2,311864.Heroes_Die,2023-11-10
2,6665889-the-science-fiction-hall-of-fame-volume-two-b,2023-11-19
2,28736.Oathblood,2016-03-08
2,6783427-lunch-lady-and-the-author-visit-vendetta,2024-01-10
2,7195070-pontesprit,2019-11-19
2,102885.Waking_the_Moon,2014-12-21
2,24876.Singularity,2018-09-23
2,2389632.Principles_of_Angels,2018-06-21
2,15812170-midnight-games,2015-10-09
2,52318.Wild_Seed,2017-01-02
2,42146.Bones_of_the_Moon,2021-08-31
2,12074927-the-fractal-prince,2024-05-31
2,18394624-play-for-life,2018-02-07
2,905758.Mushishi_Vol_3,2019-12-15
2,23533039-ancillary-mercy,2021-04-21
2,13888.Knife_of_Dreams,2020-10-21
2,97965.Jovah_s_Angel,2016-07-15
2,7936123-india-dark,2017-09-08
2,25779243-poet-anderson-of-nightmares,2017-07-15
2,8348904-the-neon-court,2024-02-04
2,352.The_Notebooks_of_Lazarus_Long,2014-11-29
2,350404.The_Shattered_Peace,2021-12-28
2,951749.The_Dying_Earth,2023-05-17
2,579563.The_Truth,2016-10-08
2,28449207-strange-the-dreamer,2015-12-03
2,84036.Henry_Miller,2018-03-13
2,18932.Dogsbody,2020-08-19
2,15241.The_Two_Towers,2020-11-21
2,61994.Prince_of_Chaos,2023-09-30
2,342445.The_Dark_Tower,2021-12-27
2,13350.Eragon_Eldest,2017-12-22
2,81069.The_Forgotten_Beasts_of_Eld,2020-08-12
2,27526.Desecration,2024-10-06
2,40037516-the-erotic-light,2019-12-15
2,2880.Bleach_Volume_01,2019-08-18
2,761218.Sleeping_in_Flame,2015-11-28
2,580446.Unnatural_History,2022-04-15
2,3334563-the-inkheart-trilogy,2021-01-08
2,6716.Realizing_the_Power_of_Now,2016-06-30
2,3674043-voyage-through-time,2020-05-22
2,770487.The_Glory_of_Christ,2019-08-22
2,43190272-to-be-taught-if-fortunate,2015-04-09
2,22740195-the-world-of-ice-and-fire,2017-08-11
2,39836383-the-gutter-prayer,2023-03-01
2,22246200-keeping-merminia,2022-12-12
2,1089892.Fata_Morgana,2020-10-07
2,45241.The_Neutronium_Alchemist_1,2021-10-13
2,24641336-skyggernes-bog,2017-03-31
2,17607850-aftershock,2016-06-16
2,112.Children_of_Dune,2020-12-17
2,5974286-orlovi-rano-lete,2015-02-18
2,18114460-the-anxiety-of-kalix-the-werewolf,2021-12-08
2,24641336-skyggernes-bog,2023-06-20
2,14896701-ancient-blood,2018-01-02
2,23704941-last-song-before-night,2021-08-17
2,223391.La_regi_n_m_s_transparente,2023-09-25
2,1771089.The_House_of_Doors,2021-04-28
2,4511169,2018-11-22
2,77738.Flag_in_Exile,2016-05-04
2,29541818-idol,2015-05-23
2,23314731-truth-or-beard,2020-11-04
2,716329.Blue_Adept,2024-08-18
2,4367026-the-walls-of-the-universe,2017-01-25
2,151723.The_Skystone,2016-04-29
2,10063343-a-touch-of-crimson,2023-12-15
2,7670.The_Andromeda_Strain,2017-05-06
3,8725928-the-unseen-guest,2023-07-08
3,136637.Brimstone,2017-02-25
3,238479.A_Taste_of_Sin,2023-06-22
3,22608738-code-of-honor,2022-12-16
3,34108887-action-words,2018-06-10
3,7907274-what-s-the-big-idea,2022-05-29
3,288958.Last_Stand_at_Saber_River,2017-06-27
3,7297559-angel-in-the-shadows,2016-11-24
3,6917482-the-cult-of-osiris,2015-01-02
3,4223020-the-escape,2017-01-13
3,124982.Sweetness_in_the_Belly,2021-05-16
3,16134609-il-giuramento,2016-01-03
3,1692280.Le_nez_qui_voque,2021-02-03
3,7943089-there-were-giants-upon-the-earth,2019-03-16
3,214805.The_Dwarf,2022-12-30
3,65490.When_Breaks_the_Dawn,2019-05-29
3,4756029-miss-fortune,2020-10-08
3,3555477-chasm,2022-07-21
3,10444.Ballet_Shoes,2015-10-18
3,1100282.The_Thieves_of_Ostia,2015-12-17
3,553462.I_Been_in_Sorrow_s_Kitchen_and_Licked_Out_All_the_Pots,2018-01-09
3,1022883.The_Scarecrow_and_His_Servant,2020-09-21
3,14940.Who_s_Afraid_of_Virginia_Woolf_,2024-04-19
3,6917952-burned,2022-02-01
3,224244.Shadows_on_the_Hudson,2018-07-28
3,13624584-a-darkness-strange-and-lovely,2023-05-23
