userId,bookId,rating
15,25698.An_Inquiry_into_the_Nature_and_Causes_of_the_Wealth_of_Nations,1
15,417157.Egalia_s_Daughters,1
15,1202122.Cuentos_por_tel_fono,4
15,45041737-the-scorpion-s-mate,2
16,23441296-delinquents,5
16,389715.Up_Up_and_Oy_Vey_How_Jewish_History_Culture_and_Values_Shaped_the_Comic_Book_Superhero,3
16,477338.Blue_is_for_Nightmares,4
16,17261194-boxers-saints,5
16,868211.The_Poems_of_Gerard_Manley_Hopkins,3
16,25383940-quail-diseases,3
16,2191970.Who_Killed_the_Constitution_,4
16,42447.Strawberry_Girl,4
16,24618.The_Art_of_Living,5
16,2694064-the-toss-of-a-lemon,1
17,708465.Die_rote_Zora_und_ihre_Bande,2
17,40317.Lean_Mean_Thirteen,1
17,22013801-crave,3
17,167425.Trilce,4
17,8526585-my-name-is-mina,2
17,51781351-my-big-fat-fake-wedding,4
18,18773155-legal-briefs,4
18,17909627-sing,5
18,570911.A_Life_in_Secrets,1
18,292367.Black_Gangster,2
18,15732761-the-silence-of-bonaventure-arrow,3
18,1354668.The_Four_Chambered_Heart,2
18,12191366-to-the-moon-and-back,3
18,129786.On_the_Other_Side_of_the_Hill,4
19,4929.Kafka_on_the_Shore,3
19,9464855-the-mostly-true-story-of-jack,4
19,511259.Aunt_Dimity_Beats_the_Devil,5
19,30820.Kingdom_Come,4
19,14165516-the-marriage-trap,1
19,35218197-under-the-rug,2
19,334818.Miss_Rumphius,3
19,77203.The_Kite_Runner,4
19,30178223-midnight-obsession,4
19,544424.Leaving_Paradise,3
19,249.Tropic_of_Cancer,4
20,7093952-faithful-place,3
20,5985016-ulysse-from-bagdad,3
20,144925.Muhammad,2
20,15772620,1
20,17901410-shattered,4
21,53423.Cronopios_and_Famas,4
21,200335.The_Lady_Or_The_Tiger_And_Other_Stories,3
21,64503.San_Manuel_Bueno_m_rtir,4
21,2658952-eu-receberia-as-piores-not-cias-dos-seus-lindos-l-bios,5
21,17696042-never-goodbye,2
21,6240223-give-up-the-ghost,2
21,1954271.Lieutenant_Gustl,3
21,773788.W_pustyni_i_w_puszczy,4
21,414343.The_Sexual_Life_of_Catherine_M_,2
21,52878.Indian_Killer,3
22,21853678-the-secrets-of-midwives,3
22,557228.Five_Have_Plenty_of_Fun,3
22,24876097-fix-you,4
22,1232353.Set_in_Darkness,3
22,16006.Paradise,4
22,77156.Plainsong,4
22,10518110-the-bite-before-christmas,2
22,162921.A_Long_Line_of_Dead_Men,3
22,29008830-il-gioiello-che-era-nostro,3
22,472744.Der_Leuchtturm_auf_den_Hummerklippen,1
23,11889938-taken,4
23,21805653-five-miles,5
23,128659.Histoires_in_dites_du_Petit_Nicolas_Volume_2_Nh_c_Nicolas,1
23,376922.Invasion_of_the_Sea,2
23,187020.Empire_Falls,1
23,896880.Dusty_Answer,2
23,1795912.Essential_Amazing_Spider_Man_Vol_3,4
23,1274861.Fatal_Shadows,3
23,8678316-strugurii-s-au-copt-n-lipsa-ei,1
23,105760.Zodiac,5
23,2493.The_Time_Machine,5
23,36118582-uni-lifehacks,3
23,7597710-pies-prejudice,1
24,17281362-where-silence-gathers,4
24,22837054-don-t-forget-steven,1
24,29414792,4
24,225379.Too_Late_to_Say_Goodbye,1
24,6350972-tote-m-dchen-l-gen-nicht,1
24,17979809-a-demon-bound,4
24,2095583.Devil_Bones,4
24,2939358,4
24,22842939-the-spirit-heir,2
24,16070912,3
24,6911038-louise-spar-di-notte,2
24,6041471-tautan-hati,2
24,768884.The_Third_Eye,3
25,11707205-michael-jackson,3
25,5273750-the-stanford-lasses,1
25,1904852.Faraon,4
25,931447.The_Light_Years,4
25,17309862-a-period-of-juvenile-prosperity,4
25,296444.Turnabout,2
25,24382227-dreamland-burning,4
25,13583521,2
26,66279.La_tesis_de_Nancy,2
26,385415.Faking_19,1
26,14431.Rites_of_Passage,2
26,13455726-mine,2
26,23006161-deceptions,1
26,25191.A_Personal_Matter,3
26,156427.Psycho,4
26,439594.Rule_No_5,3
27,25537669-fear-us,4
27,38318462-poonachi,1
27,74270.Luck_in_the_Shadows,4
27,20549288-the-perfectionists,2
27,8076919-fairy-bad-day,5
27,459460.Doctor_Who,2
27,12004035-bluegrass-state-of-mind,5
27,40314.Love_Overboard,3
27,47520.Castle_in_the_Air,4
27,43805.Servant_of_the_Bones,2
27,258627.Rat_Bohemia,1
27,54077.El_maestro_de_esgrima,1
27,22925759-keela,4
27,52867387-beach-read,4
27,6555412-it-s-not-about-him,4
27,826582.If_You_Take_a_Mouse_to_School,2
27,20872079-lost-in-me,5
27,420733.Kill_and_Tell,5
28,38102225-ember-rising,3
28,53591268-how-to-become-motivated-in-a-coronavirus-pandemic,2
28,1093674.Senhora,4
28,9897737-the-spook-s-bestiary,4
28,27272698-lodestar,4
28,10385704-becoming-animal,1
28,337116.The_Difference_Engine,1
29,196417.The_Lotus_and_the_Cross,5
29,109692.The_Three_Fat_Men,4
29,9609429-beautiful-demons,1
29,174722.Our_Oriental_Heritage,3
29,4277998-korpens-s-ng,1
29,6063554-columbine,4
29,300225.Bloodline,5
29,1210874.Walt_Disney_s_Alice_in_Wonderland,4
29,12926132-palace-of-stone,5
29,574361.Teachings_of_the_Prophet_Joseph_Smith,4
29,915341.Black_Trillium,1
29,3546298-the-rook,3
29,18430293-richard-stark-s-parker,4
29,11512718-reaver,4
30,16118160-chasing-beautiful,2
30,8664.The_Sherlock_Holmes_Mysteries,4
30,439092.The_Old_Willis_Place,4
30,2547974.The_Ultimate_Treasure_Hunt,3
30,18585092-durgastamana,1
30,23194.My_Story_as_told_by_Water,2
30,1214485.The_Boys_Volume_1,4
30,20021.The_Tangled_Thread,4
30,34763906-power-stones,1
30,34713327-kas-yra-istorija,3
30,372490.Uther,5
30,23183.The_Book_of_Questions,3
31,11393301-to-live-and-drink-in-l-a,1
31,913689.Whistling_In_the_Dark,4
31,12180248-enchanted,4
31,67.The_Known_World,3
31,343718.A_Dog_s_Life,4
32,1042174.Tight_Spaces,2
32,7305155-assassin-s-apprentice,5
32,25026169-1st-semester,5
32,6633789-abigail,4
32,1852778.Das_Gauklerm_rchen,3
32,31921231-leap-of-faith,5
32,101509.Nectar_in_a_Sieve,3
32,13515533,1
32,10031259-the-emperor-s-edge,5
32,10870908-set-me-free,4
32,12069434-crucible-of-gold,3
32,55818.The_Veil_of_Snows,2
33,875931.The_Adventures_of_Mr_Nicholas_Wisdom,2
33,138074.Selected_from_I_Know_Why_the_Caged_Bird_Sings_and_the_Heart_of_a_Woman,3
33,6353882,3
33,10259337-danny-williams,1
33,36219054-dawning-ascent,5
33,28698.To_Green_Angel_Tower_Part_2,4
33,673498.The_God_Box,4
33,39088507-dear-evan-hansen,3
33,610350.When_Heaven_Weeps,3
33,88873.Messiah,3
34,6092826,1
34,2490758.The_Echelon_Vendetta,3
34,11904233-the-tiny-book-of-tiny-stories-vol-1,5
34,515885.But_Not_the_Hippopotamus,4
34,13043180-asunder,3
34,13125879-damon,5
34,12003802-a-perfect-storm,2
35,14625570-the-twelve-children-of-paris,5
35,39005738-just-don-t-mention-it,4
35,6867.Atonement,2
35,32377.I_Don_t_Want_To_Be_Crazy,4
35,199636.On_Agate_Hill,3
35,18298132-the-scribe,4
35,371156._,2
35,17130549-the-golden-ticket,1
35,36195139-the-fortunate-ones,4
35,233691.The_Far_Side_Gallery_3,2
36,14623253,5
36,46165.This_Side_of_Paradise,4
36,455519.The_Kalam_Cosmological_Argument,1
36,7891973-adios-nirvana,3
36,20483059-home,1
36,313110.This_Bridge_Called_My_Back,3
36,87280.Too_Loud_a_Solitude,4
36,34810320-sadie,1
37,13510123-speculation,4
37,33413128-beartown,5
37,130440.Doctor_Zhivago,4
37,8978195-the-fallen-kings,4
37,22736720-button-goes-to-the-doctor,1
37,6615179-come-away-my-beloved,2
37,721023.King_Harald_s_Saga,2
37,18487517-voiceless-2,1
37,5283121-laskar-pelangi,1
37,16037598-act-in-doctrine,1
37,10746542-the-sense-of-an-ending,4
37,353342.The_Cross_of_Lead,4
38,16225719-terrorscape,4
38,225669.Be_Still_My_Vampire_Heart,3
39,25748202-blood-kiss,1
39,60218.I_m_In_No_Mood_For_Love,3
39,1930002.Horsefeathers_,4
39,41702.The_Navigator,3
39,862004.The_Clue_in_the_Crumbling_Wall,2
39,72707.Lad,5
39,13547180-brain-on-fire,2
40,21416916-how-to-do-things,2
40,781124.Ombria_in_Shadow,3
40,17451921-shaman-rises,5
40,41793518-a-ferry-of-bones-gold,5
40,8144897-the-awful-german-language-die-schreckliche-deutsche-sprache,2
40,290569.Whit,5
40,28251.The_High_Lord,4
41,15752536-i-grandi-casi-di-sherlock-holmes-tutti-i-romanzi,4
41,144773.Contest,5
41,20758868-1,2
41,21853678-the-secrets-of-midwives,4
41,87273.The_Tin_Princess,2
41,9314304-breaking-point,4
41,330947.The_Gates_of_Rome,4
41,14995.Odd_Thomas,3
41,23476097-blackwater,5
41,50725.The_Pursuit_of_Love_Love_in_a_Cold_Climate,3
42,15841863-sum-it-up,3
42,34908.Here_There_Be_Dragons,4
42,26857520-did-i-mention-i-need-you,1
42,480479.Under_the_Tuscan_Sun,4
42,6324742-how-to-live-with-a-huge-penis,2
42,1279686.Genghis,5
42,2014891.The_Truth,1
42,5111039-royal-blood,3
42,29467564-deadpool,2
42,5797595-thirteenth-child,4
42,414056.The_Education_of_a_Coach,4
42,7726143-origins,3
42,7936123-india-dark,3
43,369439.The_Memory_Artists,4
43,17792642-verity-sparks-lost-and-found,1
43,17379354-the-boy-who-couldn-t-stop-washing,1
43,9099787-be-sevim-apartman,4
43,435643.Trois_Chevaux,3
43,13929.Wildwood_Dancing,5
43,38533093-tales-from-a-not-so-best-friend-forever,5
43,251991.The_Night_I_Disappeared,3
43,10836471-midwinterblood,4
43,16060302-odin-s-ravens,5
43,9593.Gal_pagos,4
43,1846479.Smoke,4
43,2419069.On_Paris,1
44,134225.Disturbing_the_Universe,4
44,7804666-101-places-not-to-see-before-you-die,3
44,8102081-il-mondo-a-piedi,3
44,30271.Incubus_Dreams,4
44,11089464-when-passion-lies,4
44,682931.People_of_the_Masks,4
44,3866418-with-love,4
44,385120.The_Maximus_Poems,2
44,40097951-the-silent-patient,4
44,7494.Suzanne_s_Diary_for_Nicholas,4
44,55701105-the-little-fairleaf,2
44,5125728-theologus-autodidactus,4
44,290882.The_Upanishads,4
44,6383644-o-festim-dos-corvos,3
44,16077613-the-silent-history,2
44,15811545-a-tale-for-the-time-being,1
45,104734.The_Vagina_Monologues,3
45,2091194.Sound_of_Midnight,2
45,2368691.Donde_est_mi_coraz_n,2
45,176261.Those_Who_Hunt_the_Night,4
45,21411887-you-were-mine,4
45,4331044-love-in-a-cold-climate,4
45,25489025-the-vegetarian,3
45,25489025-the-vegetarian,3
45,3015764-indignation,4
45,13495947-conjured,4
45,115476.Nostromo,3
46,904812.The_Giant_Jam_Sandwich,4
46,93739.The_Princess_Present,2
46,72694.From_Time_to_Time,4
46,12955672-permainan-maut,3
46,21490143-the-severed-streets,5
46,40948385-too-close-to-home,5
47,23476097-blackwater,3
47,13647958-the-dark-god-s-bride,4
47,10059059-city-of-orphans,3
47,175671.Oathbreakers,2
47,78426.One_Stick_Song,1
47,1052337.The_Ghost_and_Mrs_Jeffries,5
47,13641338-diario-di-hiroshima,5
47,15722934-immortal-ever-after,4
47,12409097-the-complete-science-fiction-treasury-of-h-g-wells,1
47,17932320-p-deme-lo-que-quieras-o-d-jame,4
47,416580.The_Seventh_Scroll,4
47,10694189-crossroads,4
47,16718816-control,2
48,19087579-despre-frumuse-ea-uitat-a-vie-ii,1
48,40956792-leo-gray-and-the-lunar-eclipse,2
48,41150487-red-white-royal-blue,3
48,9626525-la-fiert-du-highlander,5
48,2873105-the-pretty-one,3
49,141213.L_aiguille_creuse,4
49,46969.Maggie_Cassidy,4
49,13517470-dirty-eden,4
49,503536.Seduced_by_Magic,4
49,664553.The_City_Who_Fought,1
49,1591.Lysistrata,4
49,184803.The_Keys_of_the_Kingdom,5
49,60792.The_Accidental_Tourist,3
49,16151341-pep-guardiola,4
49,129131.The_State_of_the_Art,1
49,137098.The_Little_Lady_Agency,1
49,2175442.The_Young_Wizards,2
49,35074096-mythos,3
49,3097601-suicide-notes,2
49,630686.Cupid_and_Psyche,4
49,11437971-wanted,3
49,49855409-david-hitler-and-the-dark-side,2
50,87346.The_Cherry_Orchard,1
50,7507920-museum-of-thieves,1
50,473557.The_Journal_of_Albion_Moonlight,3
50,25179.Blankets,4
50,21531395-fiance-by-fate,2
50,17675.Eating_Stone,5
50,9883317-called-to-life,5
50,2429032.The_Folklore_of_Discworld,5
50,13538641-killing-kennedy,1
50,49855901-the-ghost-becomes-a-friend,3
51,87284.In_House_Weddings,1
51,96160.Keep_Going,3
51,9494258-after-the-fall,5
51,76660.With_a_Tangled_Skein,4
51,7130788-the-eternal-ones,3
51,7552716-the-stranger-s-child,1
51,23278051-the-art-of-possibility,3
51,23348912-every-bitter-thing-is-sweet,4
51,18053786-the-storybook-of-legends,4
52,18739024-solomon-s-tale,1
52,13236938-mobile-suit-gundam,4
52,38989.Betrayal,3
52,173961.Development_as_Freedom,3
52,18243325-pulsaciones,1
52,17166165-the-fallout,4
52,22539.Hairstyles_of_the_Damned,1
52,16234584-the-drowned-world,3
52,28167132,4
52,17311175-watchers,5
53,200335.The_Lady_Or_The_Tiger_And_Other_Stories,3
53,148874.The_Quilter_s_Apprentice,5
53,9293020-the-elephant-tree,4
53,13573316-the-khan-series,3
53,332756.Corbenic,3
53,28335698-tiamat-s-wrath,4
53,7092306-the-popularity-papers,3
53,1012312.Ella_The_Rose_Fairy,4
53,8062894-dime-qui-n-soy,5
54,6748.A_Supposedly_Fun_Thing_I_ll_Never_Do_Again,2
54,289659.Sarah_s_Song,1
54,393060.The_Post_Birthday_World,1
54,742272.Bloomability,4
54,10611.The_Eyes_of_the_Dragon,4
54,1403391.My_Family_and_Other_Saints,4
54,2588395-the-hopkins-manuscript,1
54,17791477-guardians-of-the-galaxy-volume-1,4
54,376922.Invasion_of_the_Sea,4
54,16526.Forest_of_the_Pygmies,4
54,92845.The_Black_Unicorn,4
54,10846421-professional-idiot,4
54,11797636-know-no-fear,1
55,2003722.Keeper_of_the_King,3
55,1466878.Sadako_will_leben,4
55,426492.The_King_s_Pleasure,4
55,563790.With,3
55,21404079-new-blood,5
56,47207.Raffles,3
56,1523438.Animal_s_People,5
56,3092143-a-christmas-memory-one-christmas-the-thanksgiving-visitor,4
56,18487180-slide,4
56,219557.The_Pushcart_War,3
56,16312.One_Two_Buckle_My_Shoe,3
56,6203049-death-s-mistress,4
56,148422.Jefferson,3
56,23308711-the-soul-of-discretion,3
57,1329268.All_My_Burning_Bridges,3
57,3032006-la-est-tica-musical-desde-la-antig-edad-hasta-el-siglo-xx,4
57,6071912,3
57,662564.Nostalgia,5
57,712807.Ruby_Holler,4
57,13455542-don-t-turn-around,3
57,15797028-the-albino-album,3
57,10473214-13-gifts,3
58,102748.Rules_for_Radicals,4
58,95784.The_Rape_of_Nanking,3
58,818811.Escape,4
58,18168352-kontroll,5
58,51430.Rebel_Without_a_Crew_or_How_a_23_Year_Old_Filmmaker_with_7_000_Became_a_Hollywood_Player,4
58,31373426-cold-sun,4
58,9911438,5
58,3024831-descent-into-chaos,3
58,853201.Inside_the_Third_Reich,5
59,28219253-tied-bond,4
59,12840.Second_Ring_of_Power,5
59,27223433-limits-of-destiny,5
59,234184.Stone_of_Tears,3
59,80226.Doubt,3
59,11360946,3
59,11449.Cathedral,4
59,1270615.Buffy_the_Vampire_Slayer,1
59,25786336-el-reino-de-los-hombres-sin-amor,2
59,18848210-fly-a-little-higher,5
59,8498031-winter-rose,3
59,22917.The_Complete_Grimm_s_Fairy_Tales,4
60,491944.How_to_Ruin_a_Summer_Vacation,4
60,12646050,2
60,179609.Imperialism,4
60,39305.Minion,3
60,420317.Kingdoms_and_Conquerors,3
60,25307607-sacrifice,5
60,6357323-anadolu-efsanesi---k-ro-lu-karacao-lan-alageyik,3
61,190054.True_Meditation,5
61,28483.The_Seventh_Gate,4
61,584637.Utilitarianism,2
61,37955748-in-pieces,3
61,8366788-100-dresses,5
61,18930277-planet-urth,1
61,10907835-the-meerkats-of-summer-farm,4
61,22362119-yours,1
61,2182766.Haunted_Richmond_Virginia,4
62,16275085-a-man-called-blessed,3
62,354410.They_Whisper,1
62,169651.Jade_Green,3
62,20758697-2,3
62,608601.Ox_Cart_Man,2
62,16529.Kingdom_of_the_Golden_Dragon,4
62,82022.A_Man_Called_Intrepid,3
62,18178772-the-bette-davis-club,5
62,147039.Dona_Flor_and_Her_Two_Husbands,4
62,63032.2666,4
62,18223036-once-bitten-twice-burned,5
62,31128868-life-of-st-rita-of-cascia-o-s-a,1
63,820480.Revelation,1
63,510537.Constructing_The_Self_Constructing_America,5
63,2918809-the-house,4
63,7770554-spoken-from-the-heart,3
63,24465724-happily-ever-after,5
63,570911.A_Life_in_Secrets,4
63,29454499-der-kuss-des-raben,1
63,133729.Lucky_Man,3
63,62794.Confessions_of_a_Mask,2
63,4440869,4
63,366579.If_I_Had_My_Life_to_Live_Over_I_Would_Pick_More_Daisies,4
63,21266675-the-complete-secret-seven-library,2
63,18478373-forever-scarred,4
64,353938.Someone_to_Watch_Over_Me,5
64,166997.Stoner,4
64,605592.Five_for_Sorrow_Ten_for_Joy,3
64,17404760-one-step-too-far,1
64,35959233-encontr-en-el-al-amor-de-mi-vida,2
64,22878967-the-shadow-of-what-was-lost,2
64,1796695.Schlo_Gripsholm,3
64,228560.Sophie_s_Choice,4
64,15047.The_Passion,1
64,1796695.Schlo_Gripsholm,3
64,8580616-iskola-a-hat-ron,4
64,283508.Neon_Genesis_Evangelion_Vol_3,1
65,984859.The_Mammy,4
65,134203.Between_the_Bridge_and_the_River,3
65,16077824-dream-caster,1
65,6972157-beast-behaving-badly,4
65,941785.By_Reason_of_Insanity,3
65,6963006-messi,2
65,8492.Prophet,1
65,2341319.Valiant,3
65,362592.White_as_Snow,3
65,220741.First_and_Only,4
66,3488337-the-ayatollah-begs-to-differ,1
66,81227.Infidel,5
66,27799987-before-colin,4
66,15809617-the-lost-heir,5
66,32542.A_Time_to_Kill,3
66,461718.The_Hawk_and_the_Dove,4
66,42405931-the-housemate,5
66,930750.Keats,4
66,1373618.No_Commitment_Required,1
66,94062.Rainbow_Road,2
66,1945842.Poems,5
66,7665108-prayer-and-meditations,4
67,18589651-loving-hart,4
67,17401028-the-shadow-year,4
67,116567.Wizards_at_War,1
67,47763.I_Know_What_You_Did_Last_Summer,3
67,22741957-baluarte,2
67,455930.Echo_Burning,2
67,7092399-the-demon-in-me,4
67,15793094-the-six-gun-tarot,4
67,202632.Night_Shade,5
67,17832415-kade,4
67,7760895-tales-from-the-odyssey-part-2,1
68,1227457.Hudson_Taylor,3
68,15633168-the-diary-of-darcy-j-rhone,3
68,859495.Look_Back_in_Anger,4
68,178196.What_Is_to_Be_Done_,2
68,86525.Master_of_the_Senate,3
68,13497818-the-casual-vacancy,2
68,68494.Perdido_Street_Station,3
68,17661770-chongqing-burning,2
68,40050602-just-friends,3
68,182168.A_Risk_Worth_Taking,4
68,166177.Sanditon,5
69,495242.The_Falconer_s_Knot,3
69,91289.The_Hummingbird_s_Daughter,4
69,9471065-legacy-of-kings,3
69,12439063-horizon,3
69,810293.The_Torch_of_Triumph,4
69,2401677.Der_77_Grad,4
70,14059464-delhis-vackraste-h-nder,5
70,9922.Summer_Crossing,4
70,25690721-dark-domination,4
70,5598819-the-secret-year,4
70,781182.Barbarians_at_the_Gate,1
70,276875.Shiver,2
70,430388.Ghosts,1
70,13356649-the-joy-of-x,3
70,259052.The_Ball_and_the_Cross,4
70,18986938-jimmy,2
70,9256414-hereafter,3
70,242669.We_Die_Alone,2
71,50901.Beware_of_God,4
71,6465063-a-thousand-sons,5
71,9631271-prince-of-hazel-and-oak,4
71,4570667-just-one-wish,4
71,10199908-the-measure-of-the-magic,3
71,296866.The_Hunting_of_the_Snark,4
71,579228.Stink,5
71,285920.Wayside_School_Gets_A_Little_Stranger_By_Louis_Sachar,2
71,34506.The_Light_Fantastic,2
71,1091478.Noon,4
72,400634.Naruto,2
72,10345927-a-million-suns,2
72,4947431-stir-laugh-repeat,3
72,6594657-the-demon-s-covenant,4
72,13547188-lone-wolf,1
72,38495676-notice-me,3
72,13491829-short-thrills,3
72,17671114-locked,4
72,716329.Blue_Adept,1
72,403129.The_Boyfriend_League,3
72,450667.69,1
72,24904005-s-ysz-ci,3
72,11968173-chosen,3
72,460327.Fanged_Fabulous,4
72,7682460-be-not-content--a-subterranean-journal,1
72,39787527-carling,4
73,15157.Saving_Faith,3
73,35711376-elmet,4
73,23611997-an-author-s-odyssey,4
73,690563.Ett_nytt_land_utanf_r_mitt_f_nster,4
73,6076379-circle-of-desire,4
73,149789.The_Last_Chronicle_of_Barset,3
73,8735747-the-forgotten-highlander,4
73,10853.In_Search_of_Captain_Zero,3
73,246277.The_Bone_Vault,5
73,48582.The_Spell_of_the_Sensuous,1
73,18801978-island-of-legends,4
73,182430.Fortune_s_Favorites,1
73,295649.Bloody_Jack,4
74,9593913-requiem,2
74,12439061-mystic,4
74,5996786,2
74,202897.Foreign_Affairs,3
75,40669990-two-by-two,1
75,10798398-unraveling-isobel,4
75,23494915-resnica-o-tebi,5
75,42603261-f-lix,3
75,2490879.The_Year_Nick_McGowan_Came_to_Stay,3
75,22693231-the-bone-tree,4
75,234946.The_Switch,5
75,40611999-career-of-evil,3
75,40024139-serpent-dove,1
75,207687.Big_Boned,3
76,13542994-haunted,3
76,18042658-the-ties-that-bind,5
76,114496.The_Manticore,4
76,40538823-the-rational-bible,5
76,84146.Dark_Side_of_the_Moon,4
76,18108281-the-king,4
76,23380998-the-lost-herondale,4
76,11064477-the-tsar-s-dwarf,1
76,24551791-consolations,4
76,830893.Simplify_Your_Life,4
76,105074.Jerusalem_the_Golden,2
76,12532.For_the_Time_Being,3
77,13060608-the-girl-in-the-clockwork-collar,5
77,17335881-ghost-hold,4
77,29610595-too-late,3
